feedback_id,app,title,text,topic,rating,timestamp,city_label,area_label,driver_id,trip_id,is_demo_spike
FB-01230,GreenSM,,đặc hoài mà ko ai rước hết là sao,Other,5,2026-05-06 6:48:48,Hà Nội,"Long Biên, Hà Nội",DRV-HN-0088,TRIP-20260608-01230,FALSE
FB-01231,GreenSM,,bạn tài xế tốt vui vẻ nhiệt tình,Driver Behavior,5,2026-05-23 11:36:59,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0316,TRIP-20260608-01231,FALSE
FB-01232,GreenSM,,Rất nhiều cái hay ko nói lên lời,Other,5,2026-05-09 14:14:20,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0058,TRIP-20260608-01232,FALSE
FB-01233,GreenSM,,ban moi ko than thien nhu ban cu,Other,3,2026-05-02 13:41:04,Hà Nội,"Long Biên, Hà Nội",DRV-HN-0126,TRIP-20260608-01233,FALSE
FB-01234,GreenSM,,tài xế rất vui vẽ và nhiệt tình,Driver Behavior,5,2026-05-20 8:08:28,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",DRV-HCM-0271,TRIP-20260608-01234,FALSE
FB-01235,GreenSM,,"gọi xe nhanh, tài xế lịch sự ll",Driver Behavior,5,2026-05-13 13:37:30,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",DRV-HCM-0014,TRIP-20260608-01235,FALSE
FB-01236,GreenSM,,Tài xế thân thiện và nhiệt tình,Driver Behavior,5,2026-05-10 8:09:13,Hà Nội,"Hoàn Kiếm, Hà Nội",DRV-HN-0140,TRIP-20260608-01236,FALSE
FB-01237,GreenSM,,không cập nhật được các khu vực,Other,4,2026-05-06 11:39:33,Hà Nội,"Long Biên, Hà Nội",DRV-HN-0117,TRIP-20260608-01237,FALSE
FB-01238,GreenSM,,ĐƯỢC TRẢI NGHIỆM THEO SỞ THÍCH!,Other,4,2026-05-03 6:49:43,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0083,TRIP-20260608-01238,FALSE
FB-01239,GreenSM,,"rất tốt, thoai mái, dịch vụ ok",Other,5,2026-06-04 22:52:11,Hà Nội,"Hoàn Kiếm, Hà Nội",DRV-HN-0156,TRIP-20260608-01239,FALSE
FB-01240,GreenSM,,tốt rất nhiệt tình và chu đáo.,Other,5,2026-05-25 10:27:56,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0231,TRIP-20260608-01240,FALSE
FB-01241,GreenSM,,dịch vụ tốt .tài xế thân thiện,Driver Behavior,5,2026-05-21 21:15:24,Hà Nội,"Tây Hồ, Hà Nội",DRV-HN-0245,TRIP-20260608-01241,FALSE
FB-01242,GreenSM,,"rất tốt, cần phát huy , cám ơn",Other,5,2026-05-11 7:14:09,Hà Nội,"Hoàn Kiếm, Hà Nội",DRV-HN-0139,TRIP-20260608-01242,FALSE
FB-01243,GreenSM,,app lỗi mất danh sách đơn hàng,App Issue,5,2026-05-07 21:10:26,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",DRV-HCM-0093,TRIP-20260608-01243,FALSE
FB-01244,GreenSM,,nhiệt tình và chu đáo rất tốt,Other,5,2026-06-04 19:13:48,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0085,TRIP-20260608-01244,FALSE
FB-01245,GreenSM,,Trãi nghiệm taxI xanh giá tốt,Pricing,5,2026-05-24 17:36:25,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0208,TRIP-20260608-01245,FALSE
FB-01246,GreenSM,,xe thơm ạ tài xế cũng tinh tế,Driver Behavior,5,2026-05-20 19:14:10,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0367,TRIP-20260608-01246,FALSE
FB-01247,GreenSM,,"tài xế thân thiện, nhiệt tình",Driver Behavior,5,2026-05-12 17:19:41,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",DRV-HCM-0247,TRIP-20260608-01247,FALSE
FB-01248,GreenSM,,khách đi gần tài xế không đón,Driver Behavior,3,2026-05-05 9:15:37,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0205,TRIP-20260608-01248,FALSE
FB-01249,GreenSM,,Có cái ứng dụng không mê được,App Issue,5,2026-05-02 17:43:26,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0026,TRIP-20260608-01249,FALSE
FB-01250,GreenSM,,"Green SM rất tốt, giá lại rẻ",Pricing,5,2026-06-05 12:53:11,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0300,TRIP-20260608-01250,FALSE
FB-01251,GreenSM,,"Tài xế lịch sự, nhiệt tình !",Driver Behavior,5,2026-05-22 21:44:24,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",DRV-HCM-0281,TRIP-20260608-01251,FALSE
FB-01252,GreenSM,,ok lắm hjhj. Cảm ơn các bạn.,Other,5,2026-05-18 11:07:50,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",DRV-DN-0021,TRIP-20260608-01252,FALSE
FB-01253,GreenSM,,tài xế thân thiện nhiệt tình,Driver Behavior,5,2026-05-11 17:39:42,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",DRV-HCM-0035,TRIP-20260608-01253,FALSE
FB-01254,GreenSM,,xe sạch sẽ lái xe thân thiện,Driver Behavior,5,2026-05-10 10:01:38,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",DRV-HCM-0335,TRIP-20260608-01254,FALSE
FB-01255,GreenSM,,"Lái xe nhiệt tình, chu đáo..",Driver Behavior,5,2026-05-09 19:20:18,Đà Nẵng,"Sơn Trà, Đà Nẵng",DRV-DN-0276,TRIP-20260608-01255,FALSE
FB-01256,GreenSM,,tải app xe xanh lè Quốc Việt,App Issue,5,2026-05-09 9:23:42,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",DRV-HCM-0315,TRIP-20260608-01256,FALSE
FB-01257,GreenSM,,giá phù hợp rẻ và thân thiện,Pricing,5,2026-05-04 12:31:16,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0363,TRIP-20260608-01257,FALSE
FB-01258,GreenSM,,tài xế chu đáo dthw lắm nha,Driver Behavior,5,2026-06-06 21:39:20,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",DRV-HCM-0058,TRIP-20260608-01258,FALSE
FB-01259,GreenSM,,tuyệt vời cho chuyến đi này,Other,5,2026-05-25 21:17:29,Hà Nội,"Tây Hồ, Hà Nội",DRV-HN-0203,TRIP-20260608-01259,FALSE
FB-01260,GreenSM,,trải nghiệm rất tốt chu đáo,Other,5,2026-05-20 20:40:26,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0192,TRIP-20260608-01260,FALSE
FB-01261,GreenSM,,dịch vụ tốt phục vụ chu đáo,Other,5,2026-05-11 20:52:45,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0146,TRIP-20260608-01261,FALSE
FB-01262,GreenSM,,"bản mới tối ưu kém, app lag",App Issue,3,2026-05-01 11:37:42,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0364,TRIP-20260608-01262,FALSE
FB-01263,GreenSM,,tai xế tận tình và chu đáo,Other,5,2026-06-03 8:31:01,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0261,TRIP-20260608-01263,FALSE
FB-01264,GreenSM,,xe êm ái. tài xế dễ thương,Driver Behavior,5,2026-05-26 15:31:02,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0265,TRIP-20260608-01264,FALSE
FB-01265,GreenSM,,"giá tốt, xe êm ko bị say ✨",Pricing,5,2026-05-23 11:19:39,Đà Nẵng,"Hải Châu, Đà Nẵng",DRV-DN-0307,TRIP-20260608-01265,FALSE
FB-01266,GreenSM,,nhiều tài nữ dễ thương :)),Other,5,2026-05-14 15:29:50,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",DRV-HCM-0027,TRIP-20260608-01266,FALSE
FB-01267,GreenSM,,"ok giá rẻ, nhận cuốc nhanh",Pricing,5,2026-05-08 7:46:48,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",DRV-HCM-0263,TRIP-20260608-01267,FALSE
FB-01268,GreenSM,,"nói chung là ok ,tôi thích",Other,4,2026-05-02 12:15:56,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0238,TRIP-20260608-01268,FALSE
FB-01269,GreenSM,,"phu vu tot,ân cần chu đáo.",Other,5,2026-05-01 15:29:15,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0390,TRIP-20260608-01269,FALSE
FB-01270,GreenSM,,tài xế nhẹ nhành tình cảm,Driver Behavior,5,2026-06-06 16:48:10,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0344,TRIP-20260608-01270,FALSE
FB-01271,GreenSM,,òk nho gìu an toàn nha mn,Other,5,2026-05-26 2:01:21,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",DRV-HCM-0194,TRIP-20260608-01271,FALSE
FB-01272,GreenSM,,"map bị lỗi , cứ nhảy hoài",App Issue,4,2026-05-25 18:01:17,Hà Nội,"Hoàn Kiếm, Hà Nội",DRV-HN-0126,TRIP-20260608-01272,FALSE
FB-01273,GreenSM,,OK tại xế bạn nào cũng OK,Other,5,2026-05-19 9:23:39,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0153,TRIP-20260608-01273,FALSE
FB-01274,GreenSM,,"lịch sự, tử tế, rất chuẩn",Other,5,2026-05-18 13:03:32,Đà Nẵng,"Sơn Trà, Đà Nẵng",DRV-DN-0207,TRIP-20260608-01274,FALSE
FB-01275,GreenSM,,quá nhiệt tình và chu đáo,Other,5,2026-05-17 4:24:29,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0168,TRIP-20260608-01275,FALSE
FB-01276,GreenSM,,tuyệt vời nhanh gọn lẹ rẻ,Other,5,2026-05-15 19:00:34,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0241,TRIP-20260608-01276,FALSE
FB-01277,GreenSM,,giá rất là hạt rẻ xe sạch,Pricing,5,2026-05-12 9:06:54,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",DRV-HCM-0065,TRIP-20260608-01277,FALSE
FB-01278,GreenSM,,đi rất êm tx rất vui tính,Other,5,2026-05-08 8:21:52,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0028,TRIP-20260608-01278,FALSE
FB-01279,GreenSM,,Tài thân thiện nhiệt tình,Other,5,2026-05-06 20:27:47,Hà Nội,"Hoàn Kiếm, Hà Nội",DRV-HN-0181,TRIP-20260608-01279,FALSE
FB-01280,GreenSM,,"phục vụ tận tình ,chu đáo",Other,5,2026-05-03 12:23:06,Hà Nội,"Tây Hồ, Hà Nội",DRV-HN-0020,TRIP-20260608-01280,FALSE
FB-01281,GreenSM,,"đặt xe nhanh, thuận tiện.",Other,5,2026-05-01 18:22:04,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0259,TRIP-20260608-01281,FALSE
FB-01282,GreenSM,,"an toàn, sạch sẽ, mát mẻ",Other,5,2026-06-01 12:03:24,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0316,TRIP-20260608-01282,FALSE
FB-01283,GreenSM,,ứng dụng dễ xài xe êm ái,App Issue,5,2026-05-22 7:03:43,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0093,TRIP-20260608-01283,FALSE
FB-01284,GreenSM,,sao k có phần giao hàng?,Other,5,2026-05-19 16:39:48,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",DRV-HCM-0059,TRIP-20260608-01284,FALSE
FB-01285,GreenSM,,bản đồ vẫn chưa đúng nhá,Other,4,2026-05-18 11:08:23,Đà Nẵng,"Sơn Trà, Đà Nẵng",DRV-DN-0139,TRIP-20260608-01285,FALSE
FB-01286,GreenSM,,rất thich đi sm đung gio,Other,4,2026-05-12 19:20:11,Hà Nội,"Long Biên, Hà Nội",DRV-HN-0078,TRIP-20260608-01286,FALSE
FB-01287,GreenSM,,tài xế nhiệt tình rất ok,Driver Behavior,5,2026-05-10 19:26:41,Đà Nẵng,"Thanh Khê, Đà Nẵng",DRV-DN-0292,TRIP-20260608-01287,FALSE
FB-01288,GreenSM,,Thời gian hoàn tiền lâu.,Payment,3,2026-05-10 14:17:25,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",DRV-HCM-0165,TRIP-20260608-01288,FALSE
FB-01289,GreenSM,,tài xế đến nhanh. vui vẻ,Driver Behavior,5,2026-05-02 13:21:13,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0065,TRIP-20260608-01289,FALSE
FB-01290,GreenSM,,nhanh và rất thuận tiện,Other,5,2026-05-31 8:17:46,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0210,TRIP-20260608-01290,FALSE
FB-01291,GreenSM,,ok chất lượng tuyệt vời,Other,5,2026-05-29 21:33:25,Đà Nẵng,"Hải Châu, Đà Nẵng",DRV-DN-0090,TRIP-20260608-01291,FALSE
FB-01292,GreenSM,,rất hài lòng với lái xe,Driver Behavior,5,2026-05-21 19:56:56,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",DRV-HCM-0150,TRIP-20260608-01292,FALSE
FB-01293,GreenSM,,xuất sắc không chê luôn,Other,5,2026-05-19 16:08:37,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0256,TRIP-20260608-01293,FALSE
FB-01294,GreenSM,,Green SM: Mỗi Chuyến Đi,Other,5,2026-05-14 20:22:36,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0112,TRIP-20260608-01294,FALSE
FB-01295,GreenSM,,giá rẻ nhanh và an toàn,Pricing,5,2026-05-10 10:46:22,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",DRV-HCM-0083,TRIP-20260608-01295,FALSE
FB-01296,GreenSM,,rất tốt đảm bảo an toàn,Other,5,2026-05-10 10:40:39,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0263,TRIP-20260608-01296,FALSE
FB-01297,GreenSM,,sao app cập nhật quài v,App Issue,4,2026-05-09 11:44:30,Hà Nội,"Hoàn Kiếm, Hà Nội",DRV-HN-0325,TRIP-20260608-01297,FALSE
FB-01298,GreenSM,,rất hài lòng với tài xế,Driver Behavior,5,2026-05-01 14:57:46,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",DRV-HCM-0168,TRIP-20260608-01298,FALSE
FB-01299,GreenSM,,nên xem xét lại tài xế,Driver Behavior,3,2026-06-03 19:30:37,Hà Nội,"Tây Hồ, Hà Nội",DRV-HN-0319,TRIP-20260608-01299,FALSE
FB-01300,GreenSM,,tien loi cho moi nguoi,Other,5,2026-05-12 0:41:13,Hà Nội,"Tây Hồ, Hà Nội",DRV-HN-0089,TRIP-20260608-01300,FALSE
FB-01301,GreenSM,,dịch vụ tốt chất lượng,Other,5,2026-05-11 23:33:51,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",DRV-HCM-0127,TRIP-20260608-01301,FALSE
FB-01302,GreenSM,,Xe sạch tài xế nch dth,Driver Behavior,5,2026-05-08 14:20:39,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0055,TRIP-20260608-01302,FALSE
FB-01303,GreenSM,,tiện lợi khi vi chuyễn,Other,5,2026-05-03 11:57:16,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0357,TRIP-20260608-01303,FALSE
FB-01304,GreenSM,,trải nghiệm tuyệt vời,Other,5,2026-06-05 15:31:31,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0406,TRIP-20260608-01304,FALSE
FB-01305,GreenSM,,Ủng hộ hàng VN mãi iu,Other,5,2026-06-01 4:32:33,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0079,TRIP-20260608-01305,FALSE
FB-01306,GreenSM,,vô cùng tuyệt vờiiiii,Other,5,2026-05-30 9:04:01,Đà Nẵng,"Hải Châu, Đà Nẵng",DRV-DN-0420,TRIP-20260608-01306,FALSE
FB-01307,GreenSM,,an toàn vui vẻ rất ok,Other,5,2026-05-25 6:32:24,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",DRV-HCM-0109,TRIP-20260608-01307,FALSE
FB-01308,GreenSM,,rất tốt thích đi xanh,Other,5,2026-05-23 21:20:32,Đà Nẵng,"Hải Châu, Đà Nẵng",DRV-DN-0125,TRIP-20260608-01308,FALSE
FB-01309,GreenSM,,rẻ hơn grab rất nhiều,Other,5,2026-05-22 6:27:48,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0068,TRIP-20260608-01309,FALSE
FB-01310,GreenSM,,phục vụ tốt chu đáo I,Other,4,2026-05-16 22:15:49,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0283,TRIP-20260608-01310,FALSE
FB-01311,GreenSM,,ok. xanh sạch mượt mà,Other,5,2026-05-02 0:02:57,Hà Nội,"Long Biên, Hà Nội",DRV-HN-0173,TRIP-20260608-01311,FALSE
FB-01312,GreenSM,,rất tận tình chu đáo,Other,5,2026-05-29 7:03:15,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0220,TRIP-20260608-01312,FALSE
FB-01313,GreenSM,,tìm xe nhanh lón vài,Other,5,2026-05-27 2:03:39,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",DRV-HCM-0133,TRIP-20260608-01313,FALSE
FB-01314,GreenSM,,tốt đặt xe nhanh 10đ,Other,5,2026-05-18 22:14:12,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0111,TRIP-20260608-01314,FALSE
FB-01315,GreenSM,,nhanh chóng tiện lợi,Other,5,2026-05-18 20:07:47,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",DRV-HCM-0298,TRIP-20260608-01315,FALSE
FB-01316,GreenSM,,luôn ủng hộ Green SM,Other,5,2026-05-16 19:35:33,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0160,TRIP-20260608-01316,FALSE
FB-01317,GreenSM,,dễ thương và chu đáo,Other,5,2026-05-14 14:03:32,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0156,TRIP-20260608-01317,FALSE
FB-01318,GreenSM,,tôi rất thích áp này,Other,5,2026-05-08 20:38:33,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0151,TRIP-20260608-01318,FALSE
FB-01319,GreenSM,,ứng dụng rất hữu ích,App Issue,5,2026-05-08 12:10:59,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",DRV-HCM-0137,TRIP-20260608-01319,FALSE
FB-01320,GreenSM,,nhan viên than thien,Other,5,2026-05-07 17:43:23,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0286,TRIP-20260608-01320,FALSE
FB-01321,GreenSM,,quá tốt và tiện lợi,Other,5,2026-06-01 17:50:44,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",DRV-DN-0261,TRIP-20260608-01321,FALSE
FB-01322,GreenSM,,tài xế chiên nghiệp,Driver Behavior,5,2026-05-29 12:56:57,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0414,TRIP-20260608-01322,FALSE
FB-01323,GreenSM,,đi được giá cũng ổn,Pricing,5,2026-05-27 8:13:15,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0411,TRIP-20260608-01323,FALSE
FB-01324,GreenSM,,lâu lâu vô app k đc,App Issue,3,2026-05-20 12:16:59,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0322,TRIP-20260608-01324,FALSE
FB-01325,GreenSM,,ứng dụng này rất OK,App Issue,5,2026-05-19 7:07:43,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0121,TRIP-20260608-01325,FALSE
FB-01326,GreenSM,,dịch vụ tuyệt vời 👍,Other,5,2026-05-18 23:28:49,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0386,TRIP-20260608-01326,FALSE
FB-01327,GreenSM,,đặt xe rất là nhanh,Other,5,2026-05-18 16:54:41,Đà Nẵng,"Hải Châu, Đà Nẵng",DRV-DN-0039,TRIP-20260608-01327,FALSE
FB-01328,GreenSM,,nói chung quá là ok,Other,4,2026-05-13 8:21:27,Hà Nội,"Long Biên, Hà Nội",DRV-HN-0044,TRIP-20260608-01328,FALSE
FB-01329,GreenSM,,cảm nhận tốt.ủng hộ,Other,5,2026-05-07 15:17:17,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0218,TRIP-20260608-01329,FALSE
FB-01330,GreenSM,,giá cả phục vụ tốt,Pricing,5,2026-05-24 23:06:03,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0298,TRIP-20260608-01330,FALSE
FB-01331,GreenSM,,"công nghệ, rất tốt",Other,5,2026-05-23 6:28:20,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",DRV-HCM-0223,TRIP-20260608-01331,FALSE
FB-01332,GreenSM,,bắt xe nhanh lắm á,Other,5,2026-05-20 6:02:50,Đà Nẵng,"Hải Châu, Đà Nẵng",DRV-DN-0122,TRIP-20260608-01332,FALSE
FB-01333,GreenSM,,ứng dụng tuyệt vời,App Issue,5,2026-05-17 15:38:45,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0014,TRIP-20260608-01333,FALSE
FB-01334,GreenSM,,dịch vụ rất ok nha,Other,5,2026-05-14 18:05:30,Hà Nội,"Hoàn Kiếm, Hà Nội",DRV-HN-0218,TRIP-20260608-01334,FALSE
FB-01335,GreenSM,,hiện đại tiết kiệm,Other,5,2026-05-12 19:42:30,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",DRV-HCM-0402,TRIP-20260608-01335,FALSE
FB-01336,GreenSM,,tài xế thân thiện,Driver Behavior,5,2026-06-04 13:16:58,Đà Nẵng,"Thanh Khê, Đà Nẵng",DRV-DN-0029,TRIP-20260608-01336,FALSE
FB-01337,GreenSM,,nhân viên chu đáo,Other,3,2026-05-29 15:32:55,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0410,TRIP-20260608-01337,FALSE
FB-01338,GreenSM,,"Nhanh, thân thiện",Other,5,2026-05-28 17:28:52,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",DRV-HCM-0136,TRIP-20260608-01338,FALSE
FB-01339,GreenSM,,Tốt đẹp tuyệt vời,Other,5,2026-05-23 20:39:57,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0354,TRIP-20260608-01339,FALSE
FB-01340,GreenSM,,dịch vụ tuyệt vời,Other,5,2026-05-19 21:50:06,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0404,TRIP-20260608-01340,FALSE
FB-01341,GreenSM,,"nhanh , thuận lợi",Other,5,2026-05-18 8:46:33,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",DRV-HCM-0113,TRIP-20260608-01341,FALSE
FB-01342,GreenSM,,nhiều mã giảm giá,Pricing,5,2026-05-15 17:11:40,Hà Nội,"Hoàn Kiếm, Hà Nội",DRV-HN-0098,TRIP-20260608-01342,FALSE
FB-01343,GreenSM,,"nhanh, thuận tiện",Other,5,2026-05-06 8:48:51,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",DRV-HCM-0104,TRIP-20260608-01343,FALSE
FB-01344,GreenSM,,tài xế dễ thương,Driver Behavior,5,2026-06-06 21:51:58,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0038,TRIP-20260608-01344,FALSE
FB-01345,GreenSM,,"áp rất tiện, tốt",Other,5,2026-05-25 11:03:43,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0254,TRIP-20260608-01345,FALSE
FB-01346,GreenSM,,tốt gọi xe nhanh,Other,5,2026-05-24 19:08:31,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0003,TRIP-20260608-01346,FALSE
FB-01347,GreenSM,,rất tuyệt vời ~~,Other,5,2026-05-24 0:28:20,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0158,TRIP-20260608-01347,FALSE
FB-01348,GreenSM,,nhanh nhiệt tình,Other,4,2026-05-21 17:33:04,Đà Nẵng,"Hải Châu, Đà Nẵng",DRV-DN-0311,TRIP-20260608-01348,FALSE
FB-01349,GreenSM,,dịch vụ tốt nhất,Other,5,2026-05-09 1:35:16,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0356,TRIP-20260608-01349,FALSE
FB-01350,GreenSM,,chạy êm chu đáo,Other,5,2026-06-04 14:48:35,Hà Nội,"Tây Hồ, Hà Nội",DRV-HN-0420,TRIP-20260608-01350,FALSE
FB-01351,GreenSM,,rất ok và nhanh,Other,5,2026-06-01 12:29:59,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0105,TRIP-20260608-01351,FALSE
FB-01352,GreenSM,,quá tuyệt vời ạ,Other,5,2026-05-29 19:28:39,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0166,TRIP-20260608-01352,FALSE
FB-01353,GreenSM,,tốt app này oke,App Issue,5,2026-05-28 0:56:21,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",DRV-HCM-0148,TRIP-20260608-01353,FALSE
FB-01354,GreenSM,,có nhiều ưu đãi,Other,5,2026-05-25 17:02:01,Đà Nẵng,"Sơn Trà, Đà Nẵng",DRV-DN-0195,TRIP-20260608-01354,FALSE
FB-01355,GreenSM,,dịch vụ rat tốt,Other,5,2026-05-23 17:49:40,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",DRV-HCM-0048,TRIP-20260608-01355,FALSE
FB-01356,GreenSM,,tài xế siêu iêu,Driver Behavior,5,2026-05-19 13:51:17,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0173,TRIP-20260608-01356,FALSE
FB-01357,GreenSM,,dịch vụ rất tốt,Other,5,2026-05-15 17:53:21,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",DRV-HCM-0058,TRIP-20260608-01357,FALSE
FB-01358,GreenSM,,rẻ xạch lịch sự,Other,5,2026-05-02 12:43:25,Hà Nội,"Long Biên, Hà Nội",DRV-HN-0066,TRIP-20260608-01358,FALSE
FB-01359,GreenSM,,chất lượng tốt,Other,5,2026-06-05 11:37:28,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",DRV-DN-0168,TRIP-20260608-01359,FALSE
FB-01360,GreenSM,,Cảm ơn bác tài,Driver Behavior,5,2026-06-05 5:48:40,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",DRV-HCM-0177,TRIP-20260608-01360,FALSE
FB-01361,GreenSM,,nhanh tiện lợi,Other,5,2026-06-01 20:39:52,Hà Nội,"Tây Hồ, Hà Nội",DRV-HN-0062,TRIP-20260608-01361,FALSE
FB-01362,GreenSM,,Dịch vụ quá ok,Other,5,2026-06-01 17:35:02,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0164,TRIP-20260608-01362,FALSE
FB-01363,GreenSM,,oke nhanh tiện,Other,5,2026-05-27 18:58:52,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",DRV-HCM-0054,TRIP-20260608-01363,FALSE
FB-01364,GreenSM,,ủng hộ xanh sm,Other,5,2026-05-26 9:34:55,Hà Nội,"Tây Hồ, Hà Nội",DRV-HN-0129,TRIP-20260608-01364,FALSE
FB-01365,GreenSM,,rất thuận tiện,Other,5,2026-05-18 22:52:32,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0281,TRIP-20260608-01365,FALSE
FB-01366,GreenSM,,hoàn tiền chậm,Payment,3,2026-05-12 10:36:57,Đà Nẵng,"Thanh Khê, Đà Nẵng",DRV-DN-0049,TRIP-20260608-01366,FALSE
